PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
29790989,"The Galaxy platform for accessible, reproducible and collaborative biomedical analyses: 2018 update","Afgan E, Baker D, Batut B, van den Beek M, Bouvier D, Cech M, Chilton J, Clements D, Coraor N, Grüning BA, Guerler A, Hillman-Jackson J, Hiltemann S, Jalili V, Rasche H, Soranzo N, Goecks J, Taylor J, Nekrutenko A, Blankenberg D.",Nucleic Acids Res. 2018 Jul 2;46(W1):W537-W544. doi: 10.1093/nar/gky379.,Afgan E,Nucleic Acids Res,2018,2018/05/24,PMC6030816,,10.1093/nar/gky379
29796670,HotSpot Wizard 3.0: web server for automated design of mutations and smart libraries based on sequence input information,"Sumbalova L, Stourac J, Martinek T, Bednar D, Damborsky J.",Nucleic Acids Res. 2018 Jul 2;46(W1):W356-W362. doi: 10.1093/nar/gky417.,Sumbalova L,Nucleic Acids Res,2018,2018/05/26,PMC6030891,,10.1093/nar/gky417
29800226,GIANT 2.0: genome-scale integrated analysis of gene networks in tissues,"Wong AK, Krishnan A, Troyanskaya OG.",Nucleic Acids Res. 2018 Jul 2;46(W1):W65-W70. doi: 10.1093/nar/gky408.,Wong AK,Nucleic Acids Res,2018,2018/05/26,PMC6030827,,10.1093/nar/gky408
29800260,gRINN: a tool for calculation of residue interaction energies and protein energy network analysis of molecular dynamics simulations,"Serçinoglu O, Ozbek P.",Nucleic Acids Res. 2018 Jul 2;46(W1):W554-W562. doi: 10.1093/nar/gky381.,Serçinoglu O,Nucleic Acids Res,2018,2018/05/26,PMC6030995,,10.1093/nar/gky381
29800320,PaintOmics 3: a web resource for the pathway analysis and visualization of multi-omics data,"Hernández-de-Diego R, Tarazona S, Martínez-Mira C, Balzano-Nogueira L, Furió-Tarí P, Pappas GJ Jr, Conesa A.",Nucleic Acids Res. 2018 Jul 2;46(W1):W503-W509. doi: 10.1093/nar/gky466.,Hernández-de-Diego R,Nucleic Acids Res,2018,2018/05/26,PMC6030972,,10.1093/nar/gky466
29800326,eXpression2Kinases (X2K) Web: linking expression signatures to upstream cell signaling networks,"Clarke DJB, Kuleshov MV, Schilder BM, Torre D, Duffy ME, Keenan AB, Lachmann A, Feldmann AS, Gundersen GW, Silverstein MC, Wang Z, Ma'ayan A.",Nucleic Acids Res. 2018 Jul 2;46(W1):W171-W179. doi: 10.1093/nar/gky458.,Clarke DJB,Nucleic Acids Res,2018,2018/05/26,PMC6030863,,10.1093/nar/gky458
29800349,"GDA, a web-based tool for Genomics and Drugs integrated analysis","Caroli J, Sorrentino G, Forcato M, Del Sal G, Bicciato S.",Nucleic Acids Res. 2018 Jul 2;46(W1):W148-W156. doi: 10.1093/nar/gky434.,Caroli J,Nucleic Acids Res,2018,2018/05/26,PMC6031047,,10.1093/nar/gky434
29800452,SMARTIV: combined sequence and structure de-novo motif discovery for in-vivo RNA binding data,"Polishchuk M, Paz I, Yakhini Z, Mandel-Gutfreund Y.",Nucleic Acids Res. 2018 Jul 2;46(W1):W221-W228. doi: 10.1093/nar/gky453.,Polishchuk M,Nucleic Acids Res,2018,2018/05/26,PMC6030986,,10.1093/nar/gky453
29846641,HSYMDOCK: a docking web server for predicting the structure of protein homo-oligomers with Cn or Dn symmetry,"Yan Y, Tao H, Huang SY.",Nucleic Acids Res. 2018 Jul 2;46(W1):W423-W431. doi: 10.1093/nar/gky398.,Yan Y,Nucleic Acids Res,2018,2018/05/31,PMC6030965,,10.1093/nar/gky398
29846643,COACH-D: improved protein-ligand binding sites prediction with refined ligand-binding poses through molecular docking,"Wu Q, Peng Z, Zhang Y, Yang J.",Nucleic Acids Res. 2018 Jul 2;46(W1):W438-W442. doi: 10.1093/nar/gky439.,Wu Q,Nucleic Acids Res,2018,2018/05/31,PMC6030866,,10.1093/nar/gky439
29846656,The BaMM web server for de-novo motif discovery and regulatory sequence analysis,"Kiesel A, Roth C, Ge W, Wess M, Meier M, Söding J.",Nucleic Acids Res. 2018 Jul 2;46(W1):W215-W220. doi: 10.1093/nar/gky431.,Kiesel A,Nucleic Acids Res,2018,2018/05/31,PMC6030882,,10.1093/nar/gky431
29860391,CASTp 3.0: computed atlas of surface topography of proteins,"Tian W, Chen C, Lei X, Zhao J, Liang J.",Nucleic Acids Res. 2018 Jul 2;46(W1):W363-W367. doi: 10.1093/nar/gky473.,Tian W,Nucleic Acids Res,2018,2018/06/04,PMC6031066,,10.1093/nar/gky473
29860432,IUPred2A: context-dependent prediction of protein disorder as a function of redox state and protein binding,"Mészáros B, Erdos G, Dosztányi Z.",Nucleic Acids Res. 2018 Jul 2;46(W1):W329-W337. doi: 10.1093/nar/gky384.,Mészáros B,Nucleic Acids Res,2018,2018/06/04,PMC6030935,,10.1093/nar/gky384
29860484,VarAFT: a variant annotation and filtration system for human next generation sequencing data,"Desvignes JP, Bartoli M, Delague V, Krahn M, Miltgen M, Béroud C, Salgado D.",Nucleic Acids Res. 2018 Jul 2;46(W1):W545-W553. doi: 10.1093/nar/gky471.,Desvignes JP,Nucleic Acids Res,2018,2018/06/04,PMC6030844,,10.1093/nar/gky471
29873773,"PSSMSearch: a server for modeling, visualization, proteome-wide discovery and annotation of protein motif specificity determinants","Krystkowiak I, Manguy J, Davey NE.",Nucleic Acids Res. 2018 Jul 2;46(W1):W235-W241. doi: 10.1093/nar/gky426.,Krystkowiak I,Nucleic Acids Res,2018,2018/06/07,PMC6030969,,10.1093/nar/gky426
29873782,Coloc-stats: a unified web interface to perform colocalization analysis of genomic features,"Simovski B, Kanduri C, Gundersen S, Titov D, Domanska D, Bock C, Bossini-Castillo L, Chikina M, Favorov A, Layer RM, Mironov AA, Quinlan AR, Sheffield NC, Trynka G, Sandve GK.",Nucleic Acids Res. 2018 Jul 2;46(W1):W186-W193. doi: 10.1093/nar/gky474.,Simovski B,Nucleic Acids Res,2018,2018/06/07,PMC6030976,,10.1093/nar/gky474
29878154,TAM 2.0: tool for MicroRNA set analysis,"Li J, Han X, Wan Y, Zhang S, Zhao Y, Fan R, Cui Q, Zhou Y.",Nucleic Acids Res. 2018 Jul 2;46(W1):W180-W185. doi: 10.1093/nar/gky509.,Li J,Nucleic Acids Res,2018,2018/06/08,PMC6031048,,10.1093/nar/gky509
29878180,OmicsNet: a web-based tool for creation and visual analysis of biological networks in 3D space,"Zhou G, Xia J.",Nucleic Acids Res. 2018 Jul 2;46(W1):W514-W522. doi: 10.1093/nar/gky510.,Zhou G,Nucleic Acids Res,2018,2018/06/08,PMC6030925,,10.1093/nar/gky510
29878235,LOLAweb: a containerized web server for interactive genomic locus overlap enrichment analysis,"Nagraj VP, Magee NE, Sheffield NC.",Nucleic Acids Res. 2018 Jul 2;46(W1):W194-W199. doi: 10.1093/nar/gky464.,Nagraj VP,Nucleic Acids Res,2018,2018/06/08,PMC6030814,,10.1093/nar/gky464
29893885,EviNet: a web platform for network enrichment analysis with flexible definition of gene sets,"Jeggari A, Alekseenko Z, Petrov I, Dias JM, Ericson J, Alexeyenko A.",Nucleic Acids Res. 2018 Jul 2;46(W1):W163-W170. doi: 10.1093/nar/gky485.,Jeggari A,Nucleic Acids Res,2018,2018/06/13,PMC6030852,,10.1093/nar/gky485
29893907,BeStSel: a web server for accurate protein secondary structure prediction and fold recognition from the circular dichroism spectra,"Micsonai A, Wien F, Bulyáki É, Kun J, Moussong É, Lee YH, Goto Y, Réfrégiers M, Kardos J.",Nucleic Acids Res. 2018 Jul 2;46(W1):W315-W322. doi: 10.1093/nar/gky497.,Micsonai A,Nucleic Acids Res,2018,2018/06/13,PMC6031044,,10.1093/nar/gky497
29897582,pirScan: a webserver to predict piRNA targeting sites and to avoid transgene silencing in C. elegans,"Wu WS, Huang WC, Brown JS, Zhang D, Song X, Chen H, Tu S, Weng Z, Lee HC.",Nucleic Acids Res. 2018 Jul 2;46(W1):W43-W48. doi: 10.1093/nar/gky277.,Wu WS,Nucleic Acids Res,2018,2018/06/14,PMC6030828,,10.1093/nar/gky277
29901776,EasyFRAP-web: a web-based tool for the analysis of fluorescence recovery after photobleaching data,"Koulouras G, Panagopoulos A, Rapsomaniki MA, Giakoumakis NN, Taraviras S, Lygerou Z.",Nucleic Acids Res. 2018 Jul 2;46(W1):W467-W472. doi: 10.1093/nar/gky508.,Koulouras G,Nucleic Acids Res,2018,2018/06/15,PMC6030846,,10.1093/nar/gky508
29901812,"Galaxy HiCExplorer: a web server for reproducible Hi-C data analysis, quality control and visualization","Wolff J, Bhardwaj V, Nothjunge S, Richard G, Renschler G, Gilsbach R, Manke T, Backofen R, Ramírez F, Grüning BA.",Nucleic Acids Res. 2018 Jul 2;46(W1):W11-W16. doi: 10.1093/nar/gky504.,Wolff J,Nucleic Acids Res,2018,2018/06/15,PMC6031062,,10.1093/nar/gky504
29905836,KnotGenome: a server to analyze entanglements of chromosomes,"Sulkowska JI, Niewieczerzal S, Jarmolinska AI, Siebert JT, Virnau P, Niemyska W.",Nucleic Acids Res. 2018 Jul 2;46(W1):W17-W24. doi: 10.1093/nar/gky511.,Sulkowska JI,Nucleic Acids Res,2018,2018/06/16,PMC6030981,,10.1093/nar/gky511
29905870,The Microbial Genomes Atlas (MiGA) webserver: taxonomic and gene diversity analysis of Archaea and Bacteria at the whole genome level,"Rodriguez-R LM, Gunturu S, Harvey WT, Rosselló-Mora R, Tiedje JM, Cole JR, Konstantinidis KT.",Nucleic Acids Res. 2018 Jul 2;46(W1):W282-W288. doi: 10.1093/nar/gky467.,Rodriguez-R LM,Nucleic Acids Res,2018,2018/06/16,PMC6031002,,10.1093/nar/gky467
29905871,HMMER web server: 2018 update,"Potter SC, Luciani A, Eddy SR, Park Y, Lopez R, Finn RD.",Nucleic Acids Res. 2018 Jul 2;46(W1):W200-W204. doi: 10.1093/nar/gky448.,Potter SC,Nucleic Acids Res,2018,2018/06/16,PMC6030962,,10.1093/nar/gky448
29905873,Identification and visualization of protein binding regions with the ArDock server,"Reille S, Garnier M, Robert X, Gouet P, Martin J, Launay G.",Nucleic Acids Res. 2018 Jul 2;46(W1):W417-W422. doi: 10.1093/nar/gky472.,Reille S,Nucleic Acids Res,2018,2018/06/16,PMC6031020,,10.1093/nar/gky472
29905875,MISTIC2: comprehensive server to study coevolution in protein families,"Colell EA, Iserte JA, Simonetti FL, Marino-Buslje C.",Nucleic Acids Res. 2018 Jul 2;46(W1):W323-W328. doi: 10.1093/nar/gky419.,Colell EA,Nucleic Acids Res,2018,2018/06/16,PMC6030873,,10.1093/nar/gky419
29905876,cgDNAweb: a web interface to the cgDNA sequence-dependent coarse-grain model of double-stranded DNA,"De Bruin L, Maddocks JH.",Nucleic Acids Res. 2018 Jul 2;46(W1):W5-W10. doi: 10.1093/nar/gky351.,De Bruin L,Nucleic Acids Res,2018,2018/06/16,PMC6030996,,10.1093/nar/gky351
29912392,GeneMANIA update 2018,"Franz M, Rodriguez H, Lopes C, Zuberi K, Montojo J, Bader GD, Morris Q.",Nucleic Acids Res. 2018 Jul 2;46(W1):W60-W64. doi: 10.1093/nar/gky311.,Franz M,Nucleic Acids Res,2018,2018/06/19,PMC6030815,,10.1093/nar/gky311
29912458,CircadiOmics: circadian omic web portal,"Ceglia N, Liu Y, Chen S, Agostinelli F, Eckel-Mahan K, Sassone-Corsi P, Baldi P.",Nucleic Acids Res. 2018 Jul 2;46(W1):W157-W162. doi: 10.1093/nar/gky441.,Ceglia N,Nucleic Acids Res,2018,2018/06/19,PMC6030824,,10.1093/nar/gky441
30931475,Interactive Tree Of Life (iTOL) v4: recent updates and new developments,"Letunic I, Bork P.",Nucleic Acids Res. 2019 Jul 2;47(W1):W256-W259. doi: 10.1093/nar/gkz239.,Letunic I,Nucleic Acids Res,2019,2019/04/02,PMC6602468,,10.1093/nar/gkz239
30931480,NetworkAnalyst 3.0: a visual analytics platform for comprehensive gene expression profiling and meta-analysis,"Zhou G, Soufan O, Ewald J, Hancock REW, Basu N, Xia J.",Nucleic Acids Res. 2019 Jul 2;47(W1):W234-W241. doi: 10.1093/nar/gkz240.,Zhou G,Nucleic Acids Res,2019,2019/04/02,PMC6602507,,10.1093/nar/gkz240
30949694,OrganellarGenomeDRAW (OGDRAW) version 1.3.1: expanded toolkit for the graphical visualization of organellar genomes,"Greiner S, Lehwark P, Bock R.",Nucleic Acids Res. 2019 Jul 2;47(W1):W59-W64. doi: 10.1093/nar/gkz238.,Greiner S,Nucleic Acids Res,2019,2019/04/06,PMC6602502,,10.1093/nar/gkz238
30976793,The EMBL-EBI search and sequence analysis tools APIs in 2019,"Madeira F, Park YM, Lee J, Buso N, Gur T, Madhusoodanan N, Basutkar P, Tivey ARN, Potter SC, Finn RD, Lopez R.",Nucleic Acids Res. 2019 Jul 2;47(W1):W636-W641. doi: 10.1093/nar/gkz268.,Madeira F,Nucleic Acids Res,2019,2019/04/13,PMC6602479,,10.1093/nar/gkz268
30997504,AutoMLST: an automated web server for generating multi-locus species trees highlighting natural product potential,"Alanjary M, Steinke K, Ziemert N.",Nucleic Acids Res. 2019 Jul 2;47(W1):W276-W282. doi: 10.1093/nar/gkz282.,Alanjary M,Nucleic Acids Res,2019,2019/04/19,PMC6602446,,10.1093/nar/gkz282
31001635,GalaxyRefine2: simultaneous refinement of inaccurate local regions and overall protein structure,"Lee GR, Won J, Heo L, Seok C.",Nucleic Acids Res. 2019 Jul 2;47(W1):W451-W455. doi: 10.1093/nar/gkz288.,Lee GR,Nucleic Acids Res,2019,2019/04/20,PMC6602442,,10.1093/nar/gkz288
31020319,LitSense: making sense of biomedical literature at sentence level,"Allot A, Chen Q, Kim S, Vera Alvarez R, Comeau DC, Wilbur WJ, Lu Z.",Nucleic Acids Res. 2019 Jul 2;47(W1):W594-W599. doi: 10.1093/nar/gkz289.,Allot A,Nucleic Acids Res,2019,2019/04/26,PMC6602490,,10.1093/nar/gkz289
31028388,SEanalysis: a web tool for super-enhancer associated regulatory analysis,"Qian FC, Li XC, Guo JC, Zhao JM, Li YY, Tang ZD, Zhou LW, Zhang J, Bai XF, Jiang Y, Pan Q, Wang QY, Li EM, Li CQ, Xu LY, Lin DC.",Nucleic Acids Res. 2019 Jul 2;47(W1):W248-W255. doi: 10.1093/nar/gkz302.,Qian FC,Nucleic Acids Res,2019,2019/04/28,PMC6602466,,10.1093/nar/gkz302
31028399,NGPhylogeny.fr: new generation phylogenetic services for non-specialists,"Lemoine F, Correia D, Lefort V, Doppelt-Azeroual O, Mareuil F, Cohen-Boulakia S, Gascuel O.",Nucleic Acids Res. 2019 Jul 2;47(W1):W260-W265. doi: 10.1093/nar/gkz303.,Lemoine F,Nucleic Acids Res,2019,2019/04/28,PMC6602494,,10.1093/nar/gkz303
31028400,"Updated MS²PIP web server delivers fast and accurate MS² peak intensity prediction for multiple fragmentation methods, instruments and labeling techniques","Gabriels R, Martens L, Degroeve S.",Nucleic Acids Res. 2019 Jul 2;47(W1):W295-W299. doi: 10.1093/nar/gkz299.,Gabriels R,Nucleic Acids Res,2019,2019/04/28,PMC6602496,,10.1093/nar/gkz299
31032519,antiSMASH 5.0: updates to the secondary metabolite genome mining pipeline,"Blin K, Shaw S, Steinke K, Villebro R, Ziemert N, Lee SY, Medema MH, Weber T.",Nucleic Acids Res. 2019 Jul 2;47(W1):W81-W87. doi: 10.1093/nar/gkz310.,Blin K,Nucleic Acids Res,2019,2019/04/30,PMC6602434,,10.1093/nar/gkz310
31045205,MRPrimerW2: an enhanced tool for rapid design of valid high-quality primers with multiple search modes for qPCR experiments,"Jeon H, Bae J, Hwang SH, Whang KY, Lee HS, Kim H, Kim MS.",Nucleic Acids Res. 2019 Jul 2;47(W1):W614-W622. doi: 10.1093/nar/gkz323.,Jeon H,Nucleic Acids Res,2019,2019/05/03,PMC6602510,,10.1093/nar/gkz323
31045208,IntFOLD: an integrated web resource for high performance protein structure and function prediction,"McGuffin LJ, Adiyaman R, Maghrabi AHA, Shuid AN, Brackenridge DA, Nealon JO, Philomina LS.",Nucleic Acids Res. 2019 Jul 2;47(W1):W408-W413. doi: 10.1093/nar/gkz322.,McGuffin LJ,Nucleic Acids Res,2019,2019/05/03,PMC6602432,,10.1093/nar/gkz322
31045209,SeqTailor: a user-friendly webserver for the extraction of DNA or protein sequences from next-generation sequencing data,"Zhang P, Boisson B, Stenson PD, Cooper DN, Casanova JL, Abel L, Itan Y.",Nucleic Acids Res. 2019 Jul 2;47(W1):W623-W631. doi: 10.1093/nar/gkz326.,Zhang P,Nucleic Acids Res,2019,2019/05/03,PMC6602489,,10.1093/nar/gkz326
31049585,MyDGR: a server for identification and characterization of diversity-generating retroelements,"Sharifi F, Ye Y.",Nucleic Acids Res. 2019 Jul 2;47(W1):W289-W294. doi: 10.1093/nar/gkz329.,Sharifi F,Nucleic Acids Res,2019,2019/05/04,PMC6602519,,10.1093/nar/gkz329
31049593,Aggrescan3D (A3D) 2.0: prediction and engineering of protein solubility,"Kuriata A, Iglesias V, Pujols J, Kurcinski M, Kmiecik S, Ventura S.",Nucleic Acids Res. 2019 Jul 2;47(W1):W300-W307. doi: 10.1093/nar/gkz321.,Kuriata A,Nucleic Acids Res,2019,2019/05/04,PMC6602499,,10.1093/nar/gkz321
31053848,OrthoVenn2: a web server for whole-genome comparison and annotation of orthologous clusters across multiple species,"Xu L, Dong Z, Fang L, Luo Y, Wei Z, Guo H, Zhang G, Gu YQ, Coleman-Derr D, Xia Q, Wang Y.",Nucleic Acids Res. 2019 Jul 2;47(W1):W52-W58. doi: 10.1093/nar/gkz333.,Xu L,Nucleic Acids Res,2019,2019/05/05,PMC6602458,,10.1093/nar/gkz333
31053864,Cistrome-GO: a web server for functional enrichment analysis of transcription factor ChIP-seq peaks,"Li S, Wan C, Zheng R, Fan J, Dong X, Meyer CA, Liu XS.",Nucleic Acids Res. 2019 Jul 2;47(W1):W206-W211. doi: 10.1093/nar/gkz332.,Li S,Nucleic Acids Res,2019,2019/05/05,PMC6602521,,10.1093/nar/gkz332
31062021,MAFFT-DASH: integrated protein sequence and structural alignment,"Rozewicki J, Li S, Amada KM, Standley DM, Katoh K.",Nucleic Acids Res. 2019 Jul 2;47(W1):W5-W10. doi: 10.1093/nar/gkz342.,Rozewicki J,Nucleic Acids Res,2019,2019/05/08,PMC6602451,,10.1093/nar/gkz342
31066442,MFEprimer-3.0: quality control for PCR primers,"Wang K, Li H, Xu Y, Shao Q, Yi J, Wang R, Cai W, Hang X, Zhang C, Cai H, Qu W.",Nucleic Acids Res. 2019 Jul 2;47(W1):W610-W613. doi: 10.1093/nar/gkz351.,Wang K,Nucleic Acids Res,2019,2019/05/09,PMC6602485,,10.1093/nar/gkz351
31066443,DrugComb: an integrative cancer drug combination data portal,"Zagidullin B, Aldahdooh J, Zheng S, Wang W, Wang Y, Saad J, Malyutina A, Jafari M, Tanoli Z, Pessia A, Tang J.",Nucleic Acids Res. 2019 Jul 2;47(W1):W43-W51. doi: 10.1093/nar/gkz337.,Zagidullin B,Nucleic Acids Res,2019,2019/05/09,PMC6602441,,10.1093/nar/gkz337
31066444,SPADE web service for prediction of allergen IgE epitopes,"Dall'Antonia F, Keller W.",Nucleic Acids Res. 2019 Jul 2;47(W1):W496-W501. doi: 10.1093/nar/gkz331.,Dall'Antonia F,Nucleic Acids Res,2019,2019/05/09,PMC6602491,,10.1093/nar/gkz331
31066451,"CPGAVAS2, an integrated plastome sequence annotator and analyzer","Shi L, Chen H, Jiang M, Wang L, Wu X, Huang L, Liu C.",Nucleic Acids Res. 2019 Jul 2;47(W1):W65-W73. doi: 10.1093/nar/gkz345.,Shi L,Nucleic Acids Res,2019,2019/05/09,PMC6602467,,10.1093/nar/gkz345
31066453,g:Profiler: a web server for functional enrichment analysis and conversions of gene lists (2019 update),"Raudvere U, Kolberg L, Kuzmin I, Arak T, Adler P, Peterson H, Vilo J.",Nucleic Acids Res. 2019 Jul 2;47(W1):W191-W198. doi: 10.1093/nar/gkz369.,Raudvere U,Nucleic Acids Res,2019,2019/05/09,PMC6602461,,10.1093/nar/gkz369
31069374,MISIM v2.0: a web server for inferring microRNA functional similarity based on microRNA-disease associations,"Li J, Zhang S, Wan Y, Zhao Y, Shi J, Zhou Y, Cui Q.",Nucleic Acids Res. 2019 Jul 2;47(W1):W536-W541. doi: 10.1093/nar/gkz328.,Li J,Nucleic Acids Res,2019,2019/05/10,PMC6602518,,10.1093/nar/gkz328
31069376,modEnrichr: a suite of gene set enrichment analysis tools for model organisms,"Kuleshov MV, Diaz JEL, Flamholz ZN, Keenan AB, Lachmann A, Wojciechowicz ML, Cagan RL, Ma'ayan A.",Nucleic Acids Res. 2019 Jul 2;47(W1):W183-W190. doi: 10.1093/nar/gkz347.,Kuleshov MV,Nucleic Acids Res,2019,2019/05/10,PMC6602483,,10.1093/nar/gkz347
31069385,"AppA: a web server for analysis, comparison, and visualization of contact residues and interfacial waters of antibody-antigen structures and models","Nguyen MN, Verma CS, Zhong P.",Nucleic Acids Res. 2019 Jul 2;47(W1):W482-W489. doi: 10.1093/nar/gkz358.,Nguyen MN,Nucleic Acids Res,2019,2019/05/10,PMC6602511,,10.1093/nar/gkz358
31069394,AlloDriver: a method for the identification and analysis of cancer driver targets,"Song K, Li Q, Gao W, Lu S, Shen Q, Liu X, Wu Y, Wang B, Lin H, Chen G, Zhang J.",Nucleic Acids Res. 2019 Jul 2;47(W1):W315-W321. doi: 10.1093/nar/gkz350.,Song K,Nucleic Acids Res,2019,2019/05/10,PMC6602569,,10.1093/nar/gkz350
31073595,INGA 2.0: improving protein function prediction for the dark proteome,"Piovesan D, Tosatto SCE.",Nucleic Acids Res. 2019 Jul 2;47(W1):W373-W378. doi: 10.1093/nar/gkz375.,Piovesan D,Nucleic Acids Res,2019,2019/05/11,PMC6602455,,10.1093/nar/gkz375
31073605,VoroMQA web server for assessing three-dimensional structures of proteins and protein complexes,"Olechnovič K, Venclovas Č.",Nucleic Acids Res. 2019 Jul 2;47(W1):W437-W442. doi: 10.1093/nar/gkz367.,Olechnovič K,Nucleic Acids Res,2019,2019/05/11,PMC6602437,,10.1093/nar/gkz367
31073612,The RNA workbench 2.0: next generation RNA data analysis,"Fallmann J, Videm P, Bagnacani A, Batut B, Doyle MA, Klingstrom T, Eggenhofer F, Stadler PF, Backofen R, Grüning B.",Nucleic Acids Res. 2019 Jul 2;47(W1):W511-W515. doi: 10.1093/nar/gkz353.,Fallmann J,Nucleic Acids Res,2019,2019/05/11,PMC6602469,,10.1093/nar/gkz353
31076763,DOGMA: a web server for proteome and transcriptome quality assessment,"Kemena C, Dohmen E, Bornberg-Bauer E.",Nucleic Acids Res. 2019 Jul 2;47(W1):W507-W510. doi: 10.1093/nar/gkz366.,Kemena C,Nucleic Acids Res,2019,2019/05/12,PMC6602495,,10.1093/nar/gkz366
31081014,iMKT: the integrative McDonald and Kreitman test,"Murga-Moreno J, Coronado-Zamora M, Hervas S, Casillas S, Barbadilla A.",Nucleic Acids Res. 2019 Jul 2;47(W1):W283-W288. doi: 10.1093/nar/gkz372.,Murga-Moreno J,Nucleic Acids Res,2019,2019/05/14,PMC6602517,,10.1093/nar/gkz372
31081035,LOMETS2: improved meta-threading server for fold-recognition and structure-based function annotation for distant-homology proteins,"Zheng W, Zhang C, Wuyun Q, Pearce R, Li Y, Zhang Y.",Nucleic Acids Res. 2019 Jul 2;47(W1):W429-W436. doi: 10.1093/nar/gkz384.,Zheng W,Nucleic Acids Res,2019,2019/05/14,PMC6602514,,10.1093/nar/gkz384
31106327,Doc2Hpo: a web application for efficient and accurate HPO concept curation,"Liu C, Peres Kury FS, Li Z, Ta C, Wang K, Weng C.",Nucleic Acids Res. 2019 Jul 2;47(W1):W566-W570. doi: 10.1093/nar/gkz386.,Liu C,Nucleic Acids Res,2019,2019/05/21,PMC6602487,,10.1093/nar/gkz386
31106328,MERMAID: dedicated web server to prepare and run coarse-grained membrane protein dynamics,"Damre M, Marchetto A, Giorgetti A.",Nucleic Acids Res. 2019 Jul 2;47(W1):W456-W461. doi: 10.1093/nar/gkz416.,Damre M,Nucleic Acids Res,2019,2019/05/21,PMC6602572,,10.1093/nar/gkz416
31106342,MutationDistiller: user-driven identification of pathogenic DNA variants,"Hombach D, Schuelke M, Knierim E, Ehmke N, Schwarz JM, Fischer-Zirnsak B, Seelow D.",Nucleic Acids Res. 2019 Jul 2;47(W1):W114-W120. doi: 10.1093/nar/gkz330.,Hombach D,Nucleic Acids Res,2019,2019/05/21,PMC6602447,,10.1093/nar/gkz330
31106356,Yosshi: a web-server for disulfide engineering by bioinformatic analysis of diverse protein families,"Suplatov D, Timonina D, Sharapova Y, Švedas V.",Nucleic Acids Res. 2019 Jul 2;47(W1):W308-W314. doi: 10.1093/nar/gkz385.,Suplatov D,Nucleic Acids Res,2019,2019/05/21,PMC6602428,,10.1093/nar/gkz385
31106357,HawkDock: a web server to predict and analyze the protein-protein complex based on computational docking and MM/GBSA,"Weng G, Wang E, Wang Z, Liu H, Zhu F, Li D, Hou T.",Nucleic Acids Res. 2019 Jul 2;47(W1):W322-W330. doi: 10.1093/nar/gkz397.,Weng G,Nucleic Acids Res,2019,2019/05/21,PMC6602443,,10.1093/nar/gkz397
31106358,EPIC-TABSAT: analysis tool for targeted bisulfite sequencing experiments and array-based methylation studies,"Krainer J, Weinhäusel A, Hanak K, Pulverer W, Özen S, Vierlinger K, Pabinger S.",Nucleic Acids Res. 2019 Jul 2;47(W1):W166-W170. doi: 10.1093/nar/gkz398.,Krainer J,Nucleic Acids Res,2019,2019/05/21,PMC6602470,,10.1093/nar/gkz398
31106361,NetGO: improving large-scale protein function prediction with massive network information,"You R, Yao S, Xiong Y, Huang X, Sun F, Mamitsuka H, Zhu S.",Nucleic Acids Res. 2019 Jul 2;47(W1):W379-W387. doi: 10.1093/nar/gkz388.,You R,Nucleic Acids Res,2019,2019/05/21,PMC6602452,,10.1093/nar/gkz388
31106363,NAPS update: network analysis of molecular dynamics data and protein-nucleic acid complexes,"Chakrabarty B, Naganathan V, Garg K, Agarwal Y, Parekh N.",Nucleic Acids Res. 2019 Jul 2;47(W1):W462-W470. doi: 10.1093/nar/gkz399.,Chakrabarty B,Nucleic Acids Res,2019,2019/05/21,PMC6602509,,10.1093/nar/gkz399
31106365,Pergola-web: a web server for the visualization and analysis of longitudinal behavioral data using repurposed genomics tools and standards,"Espinosa-Carrasco J, Pulido TH, Erb I, Dierssen M, Ponomarenko J, Notredame C.",Nucleic Acids Res. 2019 Jul 2;47(W1):W600-W604. doi: 10.1093/nar/gkz414.,Espinosa-Carrasco J,Nucleic Acids Res,2019,2019/05/21,PMC6602478,,10.1093/nar/gkz414
31106366,SwissTargetPrediction: updated data and new features for efficient prediction of protein targets of small molecules,"Daina A, Michielin O, Zoete V.",Nucleic Acids Res. 2019 Jul 2;47(W1):W357-W364. doi: 10.1093/nar/gkz382.,Daina A,Nucleic Acids Res,2019,2019/05/21,PMC6602486,,10.1093/nar/gkz382
31106371,CHOPCHOP v3: expanding the CRISPR web toolbox beyond genome editing,"Labun K, Montague TG, Krause M, Torres Cleuren YN, Tjeldnes H, Valen E.",Nucleic Acids Res. 2019 Jul 2;47(W1):W171-W174. doi: 10.1093/nar/gkz365.,Labun K,Nucleic Acids Res,2019,2019/05/21,PMC6602426,,10.1093/nar/gkz365
31106372,Yvis: antibody high-density alignment visualization and analysis platform with an integrated database,"Carvalho MB, Molina F, Felicori LF.",Nucleic Acids Res. 2019 Jul 2;47(W1):W490-W495. doi: 10.1093/nar/gkz387.,Carvalho MB,Nucleic Acids Res,2019,2019/05/21,PMC6602444,,10.1093/nar/gkz387
